Attrition,Risk_Score,Risk_Level
0,0.014175101871508939,Thấp
0,0.03212666345150385,Trung bình
0,0.02013845304645509,Thấp
0,0.16867997667818843,Cao
0,0.007011295482788554,Thấp
0,0.008492638851128564,Thấp
1,0.6753048376699968,Cao
0,0.012471932067698893,Thấp
0,0.08435852427417316,Trung bình
0,0.04741206886539764,Trung bình
0,0.03771883877978463,Trung bình
0,0.06260868538131478,Trung bình
0,0.004193579551278038,Thấp
0,0.02226997436100226,Thấp
0,0.033108077517317876,Trung bình
0,0.02377996651517852,Thấp
0,0.015001176648783839,Thấp
1,0.7103767857364459,Cao
0,0.047431256161201425,Trung bình
1,0.95609166042205,Cao
0,0.02682194551637231,Thấp
0,0.005029232888639854,Thấp
0,0.0006663416958625925,Thấp
0,0.047071290941705486,Trung bình
1,0.8331642913638433,Cao
0,0.012878302253924915,Thấp
0,0.40041438425080605,Cao
0,0.005612583514731778,Thấp
1,0.9236528745989016,Cao
0,0.009638349168360292,Thấp
0,0.023924009739211095,Thấp
0,0.023759149985653778,Thấp
0,0.06466636518403235,Trung bình
0,0.010752686979162393,Thấp
0,0.00819099618181662,Thấp
0,0.051333570564244355,Trung bình
0,0.0586423357752449,Trung bình
0,0.04716491295944183,Trung bình
0,0.01817568882487774,Thấp
1,0.19838048048383103,Cao
0,0.09669058816966065,Cao
1,0.9293193905628947,Cao
0,0.08557699634218388,Trung bình
1,0.006250246831802418,Thấp
1,0.9826001690295862,Cao
0,0.015024750533154994,Thấp
0,0.03473082152930798,Trung bình
0,0.03630072288282073,Trung bình
0,0.03510949739819192,Trung bình
1,0.529065314664192,Cao
0,0.07092327529244134,Trung bình
0,0.014751767117460115,Thấp
0,0.020270587755484487,Thấp
1,0.04429443429705841,Trung bình
0,0.007597557679712826,Thấp
0,0.1271633998361362,Cao
0,0.015449434017490531,Thấp
1,0.896214361587469,Cao
0,0.049187104580342006,Trung bình
0,0.017142141749344475,Thấp
0,0.09958204172446485,Cao
0,0.00786359621180409,Thấp
0,0.01967556538874028,Thấp
0,0.016444640270723464,Thấp
0,0.03827536807217509,Trung bình
0,0.04134480577151875,Trung bình
0,0.255335497329082,Cao
0,0.016005450605317932,Thấp
0,0.017281528459901774,Thấp
0,0.05056878707454431,Trung bình
0,0.027973780513657134,Thấp
0,0.10356422917608694,Cao
0,0.003848654954090026,Thấp
0,0.025648102728330652,Thấp
0,0.08391729594284034,Trung bình
0,0.07252625816709997,Trung bình
0,0.062016410405402504,Trung bình
0,0.02041039833467674,Thấp
0,0.0442335036892103,Trung bình
0,0.045922726341698215,Trung bình
0,0.015536781732511487,Thấp
0,0.15352118787540997,Cao
0,0.016082126077553608,Thấp
0,0.06575056468896712,Trung bình
0,0.034987746174744275,Trung bình
0,0.03815012252376632,Trung bình
0,0.10921034410490528,Cao
0,0.16625280892107966,Cao
1,0.9574797480247412,Cao
0,0.034005522418425874,Trung bình
0,0.01563514685135869,Thấp
0,0.03691717639893359,Trung bình
0,0.05214484872450472,Trung bình
0,0.018233307821182244,Thấp
1,0.8322250783031891,Cao
0,0.00991993593468472,Thấp
0,0.05793290407012242,Trung bình
0,0.09899419969917378,Cao
0,0.02119536264063508,Thấp
1,0.5461260872709653,Cao
0,0.016762731724004686,Thấp
0,0.0011458191348967018,Thấp
0,0.013424578412036986,Thấp
0,0.00551039595032404,Thấp
0,0.029287779858580196,Thấp
0,0.009249576862693017,Thấp
0,0.0039005061923196842,Thấp
0,0.003798930157278828,Thấp
0,0.03536478548764754,Trung bình
1,0.8542359284828063,Cao
0,0.0003997184691205104,Thấp
0,0.014607678380838662,Thấp
0,0.09814037747916356,Cao
0,0.06952557327304941,Trung bình
0,0.0020628652207827307,Thấp
0,0.022343464011660367,Thấp
0,0.012842064940560807,Thấp
0,0.046700144921391636,Trung bình
0,0.014722987133456954,Thấp
0,0.12603130171201887,Cao
0,0.06861712966392264,Trung bình
1,0.8544755914130264,Cao
1,0.7445465810014844,Cao
0,0.13570467445079387,Cao
0,0.07637648310063223,Trung bình
0,0.006894885891706817,Thấp
0,0.011658616519334326,Thấp
1,0.767990630693136,Cao
0,0.006832900923595521,Thấp
0,0.055116354862464974,Trung bình
0,0.0261076623482407,Thấp
1,0.7406962034776233,Cao
0,0.027840958072149615,Thấp
1,0.9081860251390771,Cao
1,0.026359918776971702,Thấp
0,0.04967057435201595,Trung bình
0,0.021853253146682294,Thấp
0,0.024456560745877234,Thấp
0,0.08758179165410078,Trung bình
0,0.2004707997031392,Cao
0,0.02655549720907117,Thấp
0,0.00687521531546792,Thấp
0,0.017408616354359075,Thấp
0,0.020503100784019724,Thấp
0,0.006918559164794622,Thấp
0,0.03267853267215536,Trung bình
1,0.6291784442168589,Cao
0,0.024255483663562755,Thấp
0,0.0075342553034975545,Thấp
0,0.0561781560442408,Trung bình
0,0.002971192151779834,Thấp
1,0.8980868649323687,Cao
0,0.02670157677788529,Thấp
1,0.8039200649979236,Cao
0,0.0774375675430572,Trung bình
0,0.04007017392697881,Trung bình
1,0.24195830512356886,Cao
0,0.008759020507518245,Thấp
0,0.04156987653464774,Trung bình
0,0.0678415386281304,Trung bình
0,0.01860764464485877,Thấp
0,0.0011632891418072344,Thấp
0,0.1449909914329646,Cao
0,0.011578582307914302,Thấp
0,0.01741853483869073,Thấp
0,0.015812578452989615,Thấp
0,0.01435764373141335,Thấp
1,0.8976687972220267,Cao
0,0.008844095744259352,Thấp
0,0.06664491296634946,Trung bình
0,0.04222828787287515,Trung bình
0,0.014401027223337703,Thấp
0,0.010795893228017004,Thấp
0,0.05135799086770317,Trung bình
0,0.0020650751662313303,Thấp
0,0.028104440975563243,Thấp
1,0.8265874382163418,Cao
0,0.07736861621160622,Trung bình
0,0.010348545288870718,Thấp
0,0.033578485666639325,Trung bình
0,0.09558350016092662,Cao
1,0.904760293801719,Cao
0,0.11070564355202224,Cao
0,0.006236817407779049,Thấp
0,0.006497186463226459,Thấp
0,0.022072775186344894,Thấp
0,0.003581376895663097,Thấp
0,0.0320027539480354,Trung bình
1,0.8424720982084075,Cao
0,0.0030156991359535203,Thấp
0,0.018942595089452816,Thấp
0,0.27956013801714286,Cao
0,0.005326495665420764,Thấp
0,0.0037953156139608575,Thấp
0,0.0729080915904666,Trung bình
0,0.018140012751125877,Thấp
0,0.006521239457925075,Thấp
0,0.019718950091976918,Thấp
0,0.01569858518403856,Thấp
0,0.04697015123317306,Trung bình
0,0.034765502414942806,Trung bình
0,0.25380536258352415,Cao
0,0.001771908259078492,Thấp
1,0.9293122949798408,Cao
0,0.0078082832847419055,Thấp
1,0.8496314055814163,Cao
0,0.003943650794582353,Thấp
0,0.055254227481859375,Trung bình
0,0.04706614307434334,Trung bình
0,0.31295319656487347,Cao
1,0.34502458709076855,Cao
0,0.16776641824188326,Cao
0,0.06623055813764989,Trung bình
1,0.9170333117821976,Cao
0,0.01990291743380361,Thấp
0,0.037277734064989985,Trung bình
0,0.021972703082503653,Thấp
0,0.023073189891778697,Thấp
0,0.7681127622683482,Cao
0,0.020183834841475883,Thấp
0,0.024637293459541434,Thấp
0,0.0013384126288492155,Thấp
0,0.010883084809773562,Thấp
0,0.03868453272688262,Trung bình
0,0.015433447059970929,Thấp
0,0.0148236052663017,Thấp
0,0.04108719423828257,Trung bình
0,0.22559290711620142,Cao
0,0.03891408607001088,Trung bình
0,0.03003124778415607,Thấp
0,0.02968144816096065,Thấp
0,0.042350797347703625,Trung bình
0,0.028480868995184393,Thấp
0,0.04777996353254462,Trung bình
1,0.7485515261110143,Cao
0,0.4693380619771967,Cao
0,0.1312318981695816,Cao
0,0.18973972014516904,Cao
0,0.020031386762918692,Thấp
0,0.015896474720877317,Thấp
1,0.9218775846901731,Cao
0,0.003067552716422153,Thấp
0,0.022459402580334572,Thấp
0,0.036100052946205594,Trung bình
1,0.7198513711707415,Cao
0,0.08970096986158105,Trung bình
0,0.007208347147338299,Thấp
0,0.04669365253119541,Trung bình
0,0.012944412048553284,Thấp
0,0.013982825311260268,Thấp
0,0.03527737620983404,Trung bình
0,0.009849120306397027,Thấp
0,0.07249768793499736,Trung bình
1,0.937025839920132,Cao
0,0.026202845878796698,Thấp
0,0.010260927826113929,Thấp
0,0.01940354598007095,Thấp
0,0.009506940985237109,Thấp
0,0.01578579711251744,Thấp
0,0.045830280686128974,Trung bình
0,0.06946229738758555,Trung bình
0,0.0030189325029412887,Thấp
0,0.013373839101090756,Thấp
0,0.12811559373572712,Cao
0,0.1784955859101915,Cao
0,0.016621271312174446,Thấp
0,0.023005826246032483,Thấp
0,0.07337274631534813,Trung bình
0,0.03175832278555022,Trung bình
0,0.01691054132443388,Thấp
0,0.06210545753829909,Trung bình
0,0.08822600686106036,Trung bình
0,0.040863531847145654,Trung bình
0,0.0036626469740570584,Thấp
1,0.9530898327526584,Cao
0,0.0027330817954487247,Thấp
0,0.08363440270134209,Trung bình
0,0.006022817862147936,Thấp
0,0.04770759468142582,Trung bình
0,0.06185380745762439,Trung bình
1,0.9492619317925105,Cao
0,0.049164297368218327,Trung bình
0,0.005402246559231186,Thấp
1,0.7741753337515741,Cao
0,0.007399323959889424,Thấp
1,0.8473352639862342,Cao
0,0.20894964785542167,Cao
1,0.9134422514834956,Cao
0,0.023946487980914765,Thấp
0,0.15794017345245118,Cao
0,0.021652468243396984,Thấp
0,0.03922553249509939,Trung bình
0,0.01840393068322567,Thấp
0,0.021601059200785703,Thấp
0,0.012114067920535751,Thấp
1,0.8867634200663442,Cao
0,0.008833717436016488,Thấp
0,0.0212196838782413,Thấp
0,0.0773587486908513,Trung bình
1,0.06471188810273823,Trung bình
0,0.0714449419488471,Trung bình
0,0.029777980123141333,Thấp
1,0.95864111489751,Cao
0,0.009311701298934782,Thấp
0,0.015254976252824655,Thấp
0,0.007254305524897573,Thấp
0,0.1067579916235341,Cao
0,0.017964378461519537,Thấp
0,0.02242424283612673,Thấp
0,0.017822475868532403,Thấp
0,0.016807741128569562,Thấp
0,0.021023625546290763,Thấp
0,0.04299567402706468,Trung bình
0,0.02273577725361791,Thấp
0,0.23019203193174798,Cao
0,0.018718626679089363,Thấp
0,0.029635861581382754,Thấp
0,0.01549476150602794,Thấp
0,0.027664249191292876,Thấp
0,0.03922597003356212,Trung bình
0,0.03177528098690028,Trung bình
0,0.030149676264744192,Thấp
1,0.6498780557789557,Cao
0,0.08313271427095723,Trung bình
0,0.009315184755448461,Thấp
0,0.0026518941764246385,Thấp
0,0.02777487432759018,Thấp
0,0.01521717395475038,Thấp
0,0.03463375995989516,Trung bình
0,0.001503818447405479,Thấp
0,0.0014648188691606945,Thấp
1,0.9173825461449906,Cao
1,0.8393979683283433,Cao
0,0.10605651630720105,Cao
0,0.004375989108766207,Thấp
0,0.012767738374393807,Thấp
0,0.03990299117919256,Trung bình
0,0.023336810944520205,Thấp
1,0.7808409314135573,Cao
1,0.8368324078107676,Cao
0,0.006610333128913896,Thấp
0,0.019969823956445868,Thấp
0,0.0036598470506136664,Thấp
0,0.011103178198509952,Thấp
0,0.02493754200695958,Thấp
0,0.009401227355016735,Thấp
0,0.03472788806930117,Trung bình
0,0.09141067267033459,Trung bình
0,0.019550878087505757,Thấp
0,0.01122137697965162,Thấp
0,0.026497839884919362,Thấp
0,0.002494493440521244,Thấp
1,0.7670499646692777,Cao
1,0.8237424358134515,Cao
0,0.07447664387883403,Trung bình
0,0.18564898307010225,Cao
1,0.9319004394194195,Cao
1,0.8484701402082394,Cao
0,0.0360148155612998,Trung bình
0,0.0631690118528352,Trung bình
1,0.860062214413989,Cao
0,0.008976493202839967,Thấp
0,0.0363942936079265,Trung bình
0,0.019253967930629137,Thấp
0,0.06183114493852283,Trung bình
0,0.034940115225549316,Trung bình
0,0.11047259019703515,Cao
0,0.12205675856451552,Cao
0,0.07628208193825674,Trung bình
0,0.02186516784717954,Thấp
1,0.9195087576805594,Cao
0,0.016622465321432925,Thấp
0,0.005317183527737318,Thấp
0,0.04486270814345911,Trung bình
1,0.9898441126938509,Cao
0,0.04918673754510799,Trung bình
0,0.10201788715298024,Cao
0,0.10511447548180203,Cao
0,0.03230057406579873,Trung bình
0,0.05545586978630559,Trung bình
1,0.9953491457361967,Cao
0,0.006764056970715027,Thấp
0,0.04274178875846235,Trung bình
0,0.008463568228088747,Thấp
0,0.04886742807102463,Trung bình
0,0.010080618548663527,Thấp
1,0.6782639040151853,Cao
0,0.052266297811351795,Trung bình
0,0.010308072599450295,Thấp
0,0.02354709205135011,Thấp
0,0.002395613910078286,Thấp
0,0.10146293511350803,Cao
0,0.08952576603598873,Trung bình
0,0.20820993818949146,Cao
0,0.056484635670486484,Trung bình
0,0.08213094453334048,Trung bình
1,0.8188162874394811,Cao
1,0.9266790095336265,Cao
0,0.044990589827349804,Trung bình
1,0.7250454572937041,Cao
0,0.149302161769254,Cao
0,0.020364230012832444,Thấp
0,0.018734961316664297,Thấp
0,0.06817795314278795,Trung bình
0,0.06757101260238135,Trung bình
0,0.0037455854212954504,Thấp
0,0.007413070060988576,Thấp
0,0.04201980643632229,Trung bình
0,0.048050184809732575,Trung bình
0,0.002952435084590546,Thấp
0,0.028230678131824387,Thấp
0,0.051429142168612774,Trung bình
1,0.5306228877897371,Cao
0,0.4050864473005128,Cao
0,0.005478668348118142,Thấp
0,0.02721576179651796,Thấp
0,0.02706706929341146,Thấp
0,0.03729922997368148,Trung bình
0,0.108629105973086,Cao
0,0.03989868657621125,Trung bình
0,0.005961661624214308,Thấp
1,0.8137227047999496,Cao
0,0.22868099216066806,Cao
0,0.01963567671615594,Thấp
0,0.019578015782076567,Thấp
0,0.02568688900135846,Thấp
0,0.005580568070307752,Thấp
0,0.017515541538990497,Thấp
0,0.07461392774954893,Trung bình
0,0.03678784239408645,Trung bình
1,0.8972824633308639,Cao
1,0.8903687836577542,Cao
0,0.09598443792378361,Cao
0,0.045634056220466075,Trung bình
0,0.009526481972925278,Thấp
0,0.008106448970451471,Thấp
0,0.01420073953389031,Thấp
0,0.029900840551519765,Thấp
0,0.008335895208163824,Thấp
0,0.032655941140973414,Trung bình
0,0.01848242958750448,Thấp
0,0.023242124829151816,Thấp
1,0.3428610008341135,Cao
0,0.019500676583799573,Thấp
0,0.04823500063849457,Trung bình
1,0.7777686785772671,Cao
0,0.0019175541487093423,Thấp
0,0.012040779954640576,Thấp
0,0.006748033211442906,Thấp
0,0.04160459304056481,Trung bình
0,0.11259663498915021,Cao
0,0.007252295950291907,Thấp
0,0.02497715717488369,Thấp
0,0.10790289019119521,Cao
0,0.020444457780106864,Thấp
0,0.006414930491778821,Thấp
0,0.04227394974986818,Trung bình
1,0.9645527695725356,Cao
0,0.01929881666231491,Thấp
0,0.02322027869697917,Thấp
0,0.24376590020674432,Cao
0,0.07066089176337625,Trung bình
0,0.024567993622724958,Thấp
0,0.1393114298463279,Cao
1,0.46883487539551855,Cao
0,0.05751650009434623,Trung bình
0,0.020576427005207072,Thấp
0,0.03841077409358465,Trung bình
0,0.00966180044371494,Thấp
0,0.06147734307718186,Trung bình
0,0.011210274522688642,Thấp
0,0.12265671537294948,Cao
0,0.06477938469358482,Trung bình
0,0.01009602840335931,Thấp
0,0.017058174052293876,Thấp
0,0.048656561097912006,Trung bình
0,0.4684014334058217,Cao
0,0.009817696279057505,Thấp
0,0.027814090984508905,Thấp
1,0.10369567445017096,Cao
0,0.03473796176671984,Trung bình
0,0.022152455897351854,Thấp
0,0.058360831288534185,Trung bình
1,0.841611580853532,Cao
0,0.026046807759686062,Thấp
1,0.7272342122187687,Cao
0,0.03326189430455477,Trung bình
0,0.0033951217479626867,Thấp
0,0.08541384241317854,Trung bình
0,0.08919743473779422,Trung bình
1,0.7983487682936817,Cao
0,0.003932663319554498,Thấp
0,0.012515733929829164,Thấp
0,0.014117985001978904,Thấp
0,0.05979886176083121,Trung bình
0,0.0476246063661759,Trung bình
0,0.05025666558282175,Trung bình
0,0.030245661714156196,Thấp
0,0.033263019777048444,Trung bình
0,0.010305926155011367,Thấp
0,0.055622874371251095,Trung bình
0,0.01853021532001007,Thấp
1,0.9059242424159166,Cao
0,0.0722767341891154,Trung bình
0,0.016013332502762517,Thấp
0,0.03999078325133262,Trung bình
1,0.9117393183939033,Cao
0,0.019123711194207974,Thấp
1,0.8200066183163283,Cao
0,0.004855330460919462,Thấp
0,0.009266642083396706,Thấp
0,0.009931508208984878,Thấp
1,0.7776012676622613,Cao
0,0.016709950572672515,Thấp
0,0.004010199986280022,Thấp
1,0.5919564557071568,Cao
0,0.04234788230785744,Trung bình
0,0.007205024708504353,Thấp
0,0.14143442947261395,Cao
0,0.2605976662405898,Cao
0,0.1074100364520502,Cao
0,0.016980582066960008,Thấp
0,0.06639235771774944,Trung bình
0,0.06443187077835923,Trung bình
1,0.8010871512236379,Cao
1,0.696687436459826,Cao
0,0.022117640736915977,Thấp
0,0.012108432794670642,Thấp
0,0.029431189425372182,Thấp
0,0.11999365773333474,Cao
0,0.0039001303090091,Thấp
1,0.7438389777379829,Cao
0,0.025773821497480132,Thấp
0,0.03554259972267318,Trung bình
0,0.0751533166072632,Trung bình
0,0.10566927624782944,Cao
0,0.014259881140456458,Thấp
0,0.03946742452754747,Trung bình
0,0.040149523614302914,Trung bình
0,0.02767059194240198,Thấp
0,0.042142040188070634,Trung bình
0,0.04706118116133782,Trung bình
0,0.10282381745580363,Cao
0,0.011327582111490282,Thấp
0,0.003334767298087203,Thấp
0,0.04645390366885185,Trung bình
0,0.009010455690366317,Thấp
0,0.017088572320097604,Thấp
0,0.08614193397325971,Trung bình
0,0.05744381479315316,Trung bình
0,0.06074900900191607,Trung bình
0,0.07517942114864723,Trung bình
0,0.018630993985998837,Thấp
1,0.9181092072759318,Cao
0,0.003249950776338016,Thấp
0,0.11819632428937613,Cao
0,0.004712020299878478,Thấp
0,0.012132137869833769,Thấp
0,0.08618087075244418,Trung bình
0,0.04600406607808833,Trung bình
0,0.01301262459757324,Thấp
0,0.04214061483463274,Trung bình
1,0.48586313270230314,Cao
0,0.09290031150196769,Cao
0,0.04972387200896015,Trung bình
0,0.06902574220280415,Trung bình
0,0.007432571888613824,Thấp
0,0.006163016671438796,Thấp
0,0.020266521836972876,Thấp
0,0.11072677738980417,Cao
0,0.007849737460529296,Thấp
0,0.004284256836496184,Thấp
0,0.10590770311297482,Cao
1,0.9819176701134553,Cao
0,0.04698722254262517,Trung bình
0,0.10079184237142537,Cao
0,0.046156105576773646,Trung bình
1,0.9115494677678349,Cao
0,0.04710453740150931,Trung bình
1,0.7765336790188523,Cao
1,0.14588260474493217,Cao
0,0.01246342116220557,Thấp
0,0.21274785059918025,Cao
1,0.716508927735608,Cao
1,0.8512430851578258,Cao
0,0.040936952051102767,Trung bình
1,0.9352522305430014,Cao
0,0.4116433408446765,Cao
0,0.26982128659613797,Cao
0,0.07419248620485727,Trung bình
0,0.14072775083908348,Cao
0,0.010370296621860417,Thấp
0,0.061446124702091175,Trung bình
0,0.00855498613823646,Thấp
0,0.02486412757433719,Thấp
0,0.02450887851028106,Thấp
0,0.014023464172579063,Thấp
0,0.01809191266720319,Thấp
0,0.000981879855183487,Thấp
0,0.03491033951217684,Trung bình
1,0.950338696377109,Cao
0,0.3066518435921189,Cao
0,0.09236443229070222,Cao
0,0.3177614811045012,Cao
0,0.042254812974873726,Trung bình
1,0.9820851771027782,Cao
1,0.9572299614292434,Cao
0,0.04355960593305178,Trung bình
0,0.05186675058888202,Trung bình
0,0.012505341176558812,Thấp
1,0.8182014180285833,Cao
0,0.007801791839390246,Thấp
1,0.9312249084621799,Cao
0,0.02672810830037312,Thấp
0,0.15934935744881776,Cao
0,0.10082468652429695,Cao
0,0.004366629886058697,Thấp
1,0.0916782530301149,Trung bình
0,0.012998905198898385,Thấp
0,0.09229829130655308,Cao
0,0.08512584556990622,Trung bình
0,0.013991102956735463,Thấp
0,0.010859670079443948,Thấp
1,0.890936166493739,Cao
0,0.02997509694339083,Thấp
0,0.023849200030538576,Thấp
1,0.6663928321833245,Cao
0,0.04746428746551396,Trung bình
1,0.8502253573476743,Cao
0,0.023430834705085935,Thấp
0,0.0020925587052974207,Thấp
0,0.0020244890040159455,Thấp
0,0.05986630571425767,Trung bình
0,0.00792212288165239,Thấp
0,0.09618774939622668,Cao
0,0.024531518215745597,Thấp
0,0.028930526435453498,Thấp
1,0.9178753860765853,Cao
0,0.007043731055060043,Thấp
0,0.012993758339662776,Thấp
0,0.028408729629704605,Thấp
0,0.008207263179991299,Thấp
1,0.7949575368228388,Cao
0,0.013922869921410145,Thấp
0,0.1254645918736854,Cao
0,0.008041553499908809,Thấp
0,0.0467488625961809,Trung bình
0,0.01072438148881057,Thấp
1,0.9555702755265,Cao
1,0.2618779561398695,Cao
0,0.0017107535251686028,Thấp
0,0.09502584430607909,Cao
0,0.04422031322353838,Trung bình
0,0.031516135385926916,Trung bình
0,0.023216567787669524,Thấp
0,0.0026366496887811858,Thấp
0,0.0027088149730676073,Thấp
0,0.0502116035740802,Trung bình
0,0.02362959738270694,Thấp
0,0.27533826106371484,Cao
0,0.047408372898049334,Trung bình
1,0.48788202412727716,Cao
0,0.06998542978287083,Trung bình
0,0.008994167644461787,Thấp
0,0.289752838709382,Cao
1,0.8974708051937627,Cao
1,0.9022882629658515,Cao
0,0.022849909055789507,Thấp
0,0.0014514596746219232,Thấp
1,0.7519775723589419,Cao
0,0.059618285494880276,Trung bình
0,0.014964199047348536,Thấp
0,0.006735951749486761,Thấp
0,0.039749272282962475,Trung bình
0,0.0033355223205876437,Thấp
0,0.029444336707078893,Thấp
0,0.06604910035540018,Trung bình
0,0.023774578519257565,Thấp
1,0.6965903085955876,Cao
1,0.8405630428929783,Cao
0,0.21507321217099595,Cao
0,0.3613667130365678,Cao
0,0.04936302034684327,Trung bình
0,0.049994641338159077,Trung bình
0,0.04388836034878585,Trung bình
0,0.12728514985190892,Cao
0,0.018612453704463756,Thấp
0,0.0046867528161175865,Thấp
0,0.08577401074701987,Trung bình
0,0.013328525912990207,Thấp
0,0.016164895117378744,Thấp
0,0.02724079946624991,Thấp
0,0.039875253049769424,Trung bình
1,0.9235299553308274,Cao
1,0.9451274646841983,Cao
0,0.012774510646824213,Thấp
1,0.12068672620740827,Cao
1,0.03888604680815019,Trung bình
0,0.09247764154421753,Cao
0,0.016619534499769408,Thấp
0,0.014818031986945462,Thấp
0,0.00288120191849054,Thấp
0,0.00843974572331597,Thấp
0,0.04968581944889721,Trung bình
0,0.00548630040672994,Thấp
0,0.040067868091184886,Trung bình
1,0.00842262354405764,Thấp
0,0.006080671924817266,Thấp
1,0.8446290808479551,Cao
1,0.7729454197236055,Cao
0,0.09457315295143627,Cao
0,0.012316031406733296,Thấp
0,0.014404541099291008,Thấp
1,0.7916253794160326,Cao
1,0.8457494107716645,Cao
1,0.9579746698346023,Cao
0,0.005046221803564703,Thấp
1,0.8839327975804407,Cao
1,0.36163219085267134,Cao
0,0.0244685910311442,Thấp
0,0.004464313097837374,Thấp
0,0.0008455591721357134,Thấp
0,0.011417283324740242,Thấp
0,0.03574963443506671,Trung bình
0,0.07835632454371964,Trung bình
0,0.011529299376618299,Thấp
0,0.003609100850571468,Thấp
0,0.09462472098802348,Cao
0,0.07818097130612657,Trung bình
0,0.02242637795165117,Thấp
1,0.8585334177742129,Cao
0,0.034968169636000614,Trung bình
0,0.09123560550937017,Trung bình
0,0.14211016770956755,Cao
0,0.004688758902551289,Thấp
0,0.07230500093697279,Trung bình
0,0.06569616661946207,Trung bình
0,0.01952055174762861,Thấp
0,0.031513184898351705,Trung bình
0,0.05756058490651834,Trung bình
0,0.022948539488707804,Thấp
0,0.07756344530295022,Trung bình
0,0.04889746709544107,Trung bình
0,0.007190040712793231,Thấp
0,0.23381854503073476,Cao
1,0.8506947954795528,Cao
1,0.5096166534865132,Cao
0,0.10482421403498686,Cao
1,0.5974658443310391,Cao
0,0.026324815974697626,Thấp
0,0.02875375223370347,Thấp
0,0.03824787133417984,Trung bình
0,0.08885802857754471,Trung bình
1,0.7537419571168118,Cao
0,0.02065915565056148,Thấp
1,0.867035024869445,Cao
0,0.06984711189844751,Trung bình
0,0.041742336647760156,Trung bình
0,0.2740983041452572,Cao
1,0.8646383810807754,Cao
0,0.01417004844487511,Thấp
0,0.06450380941405011,Trung bình
0,0.024396602119663383,Thấp
0,0.020471841972333836,Thấp
0,0.006205674404104144,Thấp
0,0.0189882961069916,Thấp
1,0.8525134354092789,Cao
0,0.06249334561319678,Trung bình
0,0.004147298972363398,Thấp
0,0.015065630493786465,Thấp
0,0.263081701036235,Cao
0,0.08636377391040623,Trung bình
0,0.0036792842088593323,Thấp
0,0.28436764021877164,Cao
1,0.6048588600013228,Cao
0,0.002538709697762822,Thấp
0,0.05171060378255756,Trung bình
1,0.20610932900495604,Cao
0,0.016591106247983448,Thấp
0,0.04171799899569405,Trung bình
0,0.008837406812313932,Thấp
1,0.1437906732539144,Cao
0,0.05048908938976893,Trung bình
0,0.0922002341245445,Cao
0,0.0013637014719752435,Thấp
0,0.050188169477892605,Trung bình
0,0.01789815999167056,Thấp
0,0.04848212548729969,Trung bình
1,0.8624071615839987,Cao
